,frame_id,object_id,object_type,x,y,z,qx,qy,qz,qw,length,width,height,sensor_id,occlusion_level,num_points,score,timestamp
0,23,2374573d-1b03-48b9-b924-65308408c65c,CAR,35.5660145606506,101.75742949895408,-6.565147023230091,0.0,0.0,-0.9963217522863494,0.08569110759616845,4.7,2.09,1.45,s110_lidar_ouster_south,,1,-1,1688625743.3465939
1,23,25b32cd0-4882-4da3-943e-7dcbc82fdf3c,TRAILER,11.124769449702049,29.52382993938797,-6.433947659311613,0.0,0.0,-0.7707388788989694,0.63715114419858,6.71,3.37,3.4,s110_lidar_ouster_south,,2307,-1,1688625743.3465939
2,23,d4e5c3aa-2321-4b91-9d8c-a04be9381fb6,TRAILER,14.433531660136175,43.87368728416846,-6.278428405508114,0.0,0.0,-0.7707388788989694,0.63715114419858,6.57,2.83,3.71,s110_lidar_ouster_south,PARTIALLY_OCCLUDED,14935,-1,1688625743.3465939
3,23,7d9baf0c-44b3-4c5b-84b6-0a876166bcfd,BUS,14.773903790572437,27.823098946155206,-6.450965982496073,0.0,0.0,-0.7610952636313663,0.6486401156865809,12.200000000000001,2.872602701187134,3.22,s110_lidar_ouster_south,,2758,-1,1688625743.3465939
4,23,895ec71e-da02-4318-8b21-c47d8682a3f0,BUS,19.98589251218735,37.64784946835062,-6.615977469496517,0.0,0.0,-0.7610952636313663,0.6486401156865809,12.3,2.98,3.29,s110_lidar_ouster_south,,13934,-1,1688625743.3465939
5,23,ec72970c-05e0-42ae-89fc-1570c30314c7,PEDESTRIAN,35.48837544597856,15.934705824436719,-6.477349758148193,0.0,0.0,-0.6248973167276999,0.7807069511324468,0.9500000000000001,0.84,1.9149001836776733,s110_lidar_ouster_south,,15,-1,1688625743.3465939
6,23,fbf15d88-0134-4167-bfb8-1c510790266c,PEDESTRIAN,34.81167395710908,11.430729269198274,-6.352674371531162,0.0,0.0,-0.6518337710215366,0.7583618759905082,0.8295974135398865,0.8193521499633789,1.772221326828003,s110_lidar_ouster_south,,20,-1,1688625743.3465939
7,23,4af609ed-6993-4d25-b448-fa22555cdc1e,CAR,48.334095805500425,33.36929082214187,-6.3679346106694235,0.0,0.0,-0.8414709848078965,0.5403023058681398,4.19,2.09,1.82,s110_lidar_ouster_south,,0,-1,1688625743.3465939
8,23,3af88ae4-a948-45a0-897f-cda85c85c4d2,TRUCK,10.246999087334157,25.58922012263885,-6.453685060331902,0.0,0.0,-0.7707388788989694,0.63715114419858,2.0300000000000002,3.04,3.44,s110_lidar_ouster_south,,289,-1,1688625743.3465939
9,23,4c538cb0-b135-4a7a-a6ca-b7b8f6557898,TRUCK,13.609012522219096,39.53112858567083,-6.352231402005573,0.0,0.0,-0.7707388788989694,0.63715114419858,2.25,2.73,3.63,s110_lidar_ouster_south,PARTIALLY_OCCLUDED,4064,-1,1688625743.3465939
10,23,a7193a0d-ea14-405f-b6db-f5bc0afcd646,PEDESTRIAN,37.19567313916961,30.97072181635892,-6.48,0.0,0.0,-0.5931775143558129,0.8050716964734628,0.81,0.8309734463691711,1.82,s110_lidar_ouster_south,,0,-1,1688625743.3465939
11,23,2d46cc2d-171d-4ce5-ab80-4c9de1efbf82,CAR,31.42761255031834,-23.783838949954735,-6.205089923909604,-0.0070695915622040195,0.00013859472994715277,0.720829950019674,0.693075886769464,5.5,2.2,2.05,s110_lidar_ouster_south,,169,-1,1688625743.3465939
12,23,7747c792-7467-4908-b3ad-2c02cee775ce,TRUCK,28.188489531264423,-29.298413782766325,-5.981293539131138,-0.0034655417353098117,0.003604138197709137,0.7208216326348326,0.6931025711494562,8.2,2.7,2.5500000000000003,s110_lidar_ouster_south,,264,-1,1688625743.3465939
13,23,4ec11086-ee6d-42c4-88b1-f7faeb47d4a8,CAR,32.02881249752116,-39.190905324365886,-6.210250767744755,-0.0070695915622040195,0.00013859472994715277,0.720829950019674,0.693075886769464,4.7,2.09,1.7,s110_lidar_ouster_south,,0,-1,1688625743.3465939
14,23,d271ad49-1f48-4d28-9436-b4cb67411349,TRAILER,28.40780971764312,-34.672746098771455,-5.020000000000003,-0.003465541735309813,0.003604138197709138,0.7208216326348326,0.6931025711494562,18.6,2.7,4.5,s110_lidar_ouster_south,,428,-1,1688625743.3465939
15,23,70f71032-807c-4299-bc89-394fd67f659e,TRUCK,32.999840329399184,-53.19314442792989,-5.095000000000002,-0.0070695915622040195,0.00013859472994715277,0.720829950019674,0.693075886769464,2.5500000000000003,2.7,3.75,s110_lidar_ouster_south,,37,-1,1688625743.3465939
16,23,96d9b66e-f0ff-465e-9e02-7e4142d0311c,TRAILER,33.17536346943885,-57.74280761427446,-4.928547257908045,-0.0070695915622040195,0.00013859472994715277,0.720829950019674,0.693075886769464,7.48,2.7,4.0,s110_lidar_ouster_south,,2,-1,1688625743.3465939
17,23,2233c0fe-1597-43a6-8f33-fe131eb3aef2,TRUCK,28.973159640481736,-48.99520692647197,-5.3500000000000005,-0.0034655417353098117,0.003604138197709137,0.7208216326348326,0.6931025711494562,3.5,2.55,3.5,s110_lidar_ouster_south,,11,-1,1688625743.3465939
18,23,372245ff-7e11-477c-81d7-86ace5fd7784,TRAILER,29.166129423549993,-53.5733446395749,-5.315724178164275,-0.0034655417353098225,0.0036041381977091483,0.7208216326348326,0.6931025711494562,6.0,2.55,3.5,s110_lidar_ouster_south,,9,-1,1688625743.3465939
19,23,08b40be5-9217-4126-adfb-47d39601de41,CAR,21.41,-26.560000000000002,-6.6191732390878775,-0.003465541735309815,0.0036041381977091405,0.7208216326348326,0.6931025711494562,4.7,2.09,1.45,s110_lidar_ouster_south,,43,-1,1688625743.3465939
20,23,bb87d564-e0f3-4e90-ba17-2d3df24a304d,CAR,67.75774274963213,0.9723034062263995,-4.974495296916165,-0.006776175680884074,-0.019468176780411607,0.08995903905131461,0.995732114993261,4.7,2.09,1.45,s110_lidar_ouster_south,,5,-1,1688625743.3465939
21,23,bb0812d9-f40b-487d-a00c-848aa14644e0,VAN,-23.41292835984526,-7.356598725843819,-7.538220219683135,-0.0005248731358057662,-0.014990251288672624,0.034988917982005784,0.999275133530772,7.0,2.24,2.67,s110_lidar_ouster_south,,51,-1,1688625743.3465939
22,23,7e3876bf-b7d2-4f6c-ad03-47e4449d62ef,CAR,-7.930000000000001,-6.59,-7.8100000000000005,-0.0005248731358057662,-0.014990251288672624,0.034988917982005804,0.999275133530772,4.7,2.09,1.45,s110_lidar_ouster_south,,0,-1,1688625743.3465939
23,23,ac7b81f7-0a3d-40ee-970f-7774e5b85c97,TRAILER,-11.871166780471434,-9.941251035573215,-6.72675169362799,-0.0005248731358057662,-0.014990251288672624,0.034988917982005804,0.999275133530772,4.75,2.55,3.96,s110_lidar_ouster_south,,353,-1,1688625743.3465939
24,23,bd6774d4-a2c4-4efa-a82f-e9efeb093f4e,TRUCK,-8.514486539266226,-9.710034059288027,-6.91,-0.0005248731358057662,-0.014990251288672624,0.034988917982005804,0.999275133530772,2.5100000000000002,2.5500000000000003,3.4,s110_lidar_ouster_south,,3,-1,1688625743.3465939
25,23,ddb8edbc-d21a-4ccf-a28e-6e5f2b99255a,CAR,-19.290923437948795,-10.69916365287749,-8.147854006858068,-0.0005248731358057662,-0.014990251288672624,0.034988917982005804,0.999275133530772,4.7,2.09,1.45,s110_lidar_ouster_south,,15,-1,1688625743.3465939
0,19,25b32cd0-4882-4da3-943e-7dcbc82fdf3c,TRAILER,11.306946965682506,30.68292016302605,-6.433947659311613,0.0,0.0,-0.7707388788989694,0.63715114419858,6.71,3.37,3.4,s110_lidar_ouster_south,,1815,-1,1688625742.9464023
1,19,4c538cb0-b135-4a7a-a6ca-b7b8f6557898,TRUCK,13.63655678713971,40.02753922761571,-6.352231352429048,0.0,0.0,-0.7707388788989694,0.63715114419858,2.25,2.73,3.63,s110_lidar_ouster_south,PARTIALLY_OCCLUDED,1665,-1,1688625742.9464023
2,19,d4e5c3aa-2321-4b91-9d8c-a04be9381fb6,TRAILER,14.530090619691624,44.37122094551879,-6.278428405508114,0.0,0.0,-0.7707388788989694,0.63715114419858,6.57,2.83,3.71,s110_lidar_ouster_south,PARTIALLY_OCCLUDED,17713,-1,1688625742.9464023
3,19,7d9baf0c-44b3-4c5b-84b6-0a876166bcfd,BUS,14.812401631897918,29.109408826962305,-6.450965982496073,0.0,0.0,-0.7707388788989694,0.63715114419858,12.200000000000001,2.872602701187134,3.22,s110_lidar_ouster_south,,2367,-1,1688625742.9464023
